"COUNTY","SCHOOL","school_code"
"LOS ANGELES","ST BARNABAS ELEM",6963458
"LOS ANGELES","ST BEDE THE VENERABLE ELEMENTARY",6963474
"LOS ANGELES","ST BENEDICT ELEM",6963482
"LOS ANGELES","ST BERNADETTE ELEM",6963490
"LOS ANGELES","ST BERNARD",6963508
"LOS ANGELES","ST BERNARD ELEMENTARY",6963516
"LOS ANGELES","SAINT BERNARDINE OF S",6963524
"LOS ANGELES","ST BRENDAN",6963532
"LOS ANGELES","ST BRIDGET OF SWEDEN",6963540
"LOS ANGELES","ST BRUNO PARISH SCHOOL",6963565
"LOS ANGELES","ST CASIMIR ELEMENTARY",6963573
"LOS ANGELES","ST CATHERINE LABOURE",6963581
"LOS ANGELES","ST CATHERINE OF SIENA SCHOOL",6963599
"LOS ANGELES","ST CECILIA ELEM",6963607
"LOS ANGELES","ST CHARLES BORROMEO",6963615
"LOS ANGELES","ST CHRISTOPHER KDGN",6963623
"LOS ANGELES","ST COLUMBKILLE ELEMENTARY",6963649
"LOS ANGELES","ST CORNELIUS ELEM",6963656
"LOS ANGELES","ST CYPRIAN ELEMENTARY",6963664
"LOS ANGELES","ST CYRIL OF JERUSALEM",6963672
"LOS ANGELES","ST DIDACUS ELEMENTARY",6963680
"LOS ANGELES","SAINT DOMINIC ELEM",6963698
"LOS ANGELES","ST DOMINIC SAVIO",6963706
"LOS ANGELES","ST DOROTHY'S ELEM",6963714
"LOS ANGELES","ST ELISABETH",6963722
"LOS ANGELES","ST ELIZABETH",6963730
"LOS ANGELES","ST EMYDIUS SCHOOL",6963748
"LOS ANGELES","ST EUGENE ELEM",6963755
"LOS ANGELES","ST EUPHRASIA SCHOOL",6963763
"LOS ANGELES","SAINTS FELICITAS AND",6963771
"LOS ANGELES","ST FERDINAND ELEMENTARY",6963789
"LOS ANGELES","SAINT FINBAR",6963797
"LOS ANGELES","ST FRANCES X CABRINI",6963805
"LOS ANGELES","ST FRANCES OF ROME ELEMENTARY",6963813
"LOS ANGELES","ST FRANCIS DE SALES",6963821
"LOS ANGELES","ST FRANCIS OF ASSISI",6963839
"LOS ANGELES","SAINT FRANCIS XAVIER SCHOOL",6963847
"LOS ANGELES","ST GENEVIEVE ELEMENTARY SCHOOL",6963862
"LOS ANGELES","ST GERARD MAJELLA",6963870
"LOS ANGELES","ST GERTRUDE ELEM",6963888
"LOS ANGELES","ST GREGORY THE GREAT",6963904
"LOS ANGELES","ST HELEN ELEM",6963912
"LOS ANGELES","ST HILARY ELEMENTARY",6963920
"LOS ANGELES","SAINT IGNATIUS ELEM",6963938
"LOS ANGELES","ST JAMES THE LESS ELEMENTARY",6963946
"LOS ANGELES","ST JAMES ANNEX ELEM",6963953
"LOS ANGELES","ST JANE FRANCES DE CHANTAL SCHOOL",6963961
"LOS ANGELES","ST JEROME ELEM",6963979
"LOS ANGELES","ST JOAN OF ARC ELEM",6963987
"LOS ANGELES","ST JOHN THE BAPTIST",6963995
"LOS ANGELES","ST JOHN CHRYSOSTOM",6964001
"LOS ANGELES","SAINT JOHN'S SCH",6964019
"LOS ANGELES","ST JOHN THE EVANGELIS",6964027
"LOS ANGELES","ST JOHN FISHER ELEMENTARY",6964035
"LOS ANGELES","ST JOHN OF GOD ELEMENTARY",6964043
"LOS ANGELES","ST JOSEPH SCH",6964084
"LOS ANGELES","ST JOSEPH ELEMENTARY",6964092
"LOS ANGELES","ST JOSEPH ELEMENTARY",6964100
"LOS ANGELES","ST JOSEPH ELEM",6964118
"LOS ANGELES","SAINT JOSEPH THE WORK",6964126
"LOS ANGELES","ST LAWRENCE OF BRINDI",6964134
"LOS ANGELES","ST LAWRENCE MARTYR",6964142
"LOS ANGELES","ST LINUS ELEMENTARY",6964167
"LOS ANGELES","ST LOUIS OF FRANCE",6964175
"LOS ANGELES","ST LOUISE DE MARILLA",6964183
"LOS ANGELES","ST LUCY SCHOOL",6964191
"LOS ANGELES","ST LUKE ELEM",6964209
"LOS ANGELES","ST MADELEINE CATHOLIC SCHOOL",6964217
"LOS ANGELES","ST MALACHY CATHOLIC",6964225
"LOS ANGELES","ST MARGARET MARY ALACOQUE",6964233
"LOS ANGELES","ST MARIA GORETTI ELE",6964241
"LOS ANGELES","ST MARIANNE DE PAREDES ELEMENTARY",6964258
"LOS ANGELES","ST MARK",6964266
"LOS ANGELES","ST MARTHA ELEMENTARY SCHOOL",6964274
"LOS ANGELES","ST MARTIN OF TOURS",6964282
"LOS ANGELES","ST MARY CATHOLIC ELEMENTARY",6964290
"LOS ANGELES","ST MARY ELEMENTARY CATHOLIC",6964308
"LOS ANGELES","ST MARY'S OF THE ASSU",6964316
"LOS ANGELES","WESLEY SCHOOL, THE",6964357
"LOS ANGELES","ST MATTHIAS ELEM",6964365
"LOS ANGELES","ST MEL ELEMENTARY",6964373
"LOS ANGELES","ST MICHAEL ELEMENTARY",6964381
"LOS ANGELES","ST MONICA CATHOLIC ELEMENTARY SCHOOL",6964399
"LOS ANGELES","ST ODILIA ELEM",6964407
"LOS ANGELES","ST PANCRATIUS PARISH SCHOOL",6964415
"LOS ANGELES","ST PATRICK'S",6964431
"LOS ANGELES","ST PAUL ELEMENTARY",6964449
"LOS ANGELES","ST PAUL THE APOSTLE",6964456
"LOS ANGELES","ST PAUL OF THE CROSS ELEMENTARY",6964464
"LOS ANGELES","ST PAUL'S FIRST LUTH",6964472
"LOS ANGELES","STS PETER AND ST PAUL",6964506
"LOS ANGELES","ST PHILLIPS",6964514
"LOS ANGELES","ST PHILIP NERI",6964522
"LOS ANGELES","ST PHILOMENA ELEMENTARY",6964530
"LOS ANGELES","ST PIUS X PARISH SCHOOL",6964548
"LOS ANGELES","BLESSED SACRAMENT",6964555
"LOS ANGELES","ST RAPHAEL ELEMENTARY",6964563
"LOS ANGELES","ST RAYMOND ELEM",6964571
"LOS ANGELES","ST RITA CATHOLIC SCHOOL",6964589
"LOS ANGELES","ST ROBERT BELLARMINE",6964597
"LOS ANGELES","ST ROSE OF LIMA CATHOLIC",6964605
"LOS ANGELES","SAINT SEBASTIAN ELEM",6964613
"LOS ANGELES","ST STEPHEN MARTYR",6964621
"LOS ANGELES","ST TERESA OF AVILA EL",6964639
"LOS ANGELES","ST THERESE SCHOOL",6964647
"LOS ANGELES","ST THOMAS",6964654
"LOS ANGELES","ST THOMAS AQUINAS",6964662
"LOS ANGELES","ST THOMAS MORE",6964670
"LOS ANGELES","ST TIMOTHY SCHOOL",6964688
"LOS ANGELES","ST TURIBIUS ELEM",6964696
"LOS ANGELES","ST VINCENT ELEMENTARY SCHOOL",6964720
"LOS ANGELES","SAN ANTONIO DE PADUA",6964738
"LOS ANGELES","SAN MIGUEL ELEM",6964746
"LOS ANGELES","SANTA ISABEL",6964753
"LOS ANGELES","SANTA ROSA DE LIMA",6964761
"LOS ANGELES","SANTA TERESITA ELEMENTARY",6964779
"LOS ANGELES","TRANSFIGURATION ELEM",6964829
"LOS ANGELES","TRINITY LUTHERAN ELEM",6964845
"LOS ANGELES","VALLEY SCH OF INDIV",6964886
"LOS ANGELES","VICTORY BAPTIST DAY",6964902
"LOS ANGELES","ST PHILIP NERI",6964922
"LOS ANGELES","VISITATION CATHOLIC",6964936
"LOS ANGELES","WEST COVINA CHRISTIAN ELEMENTARY",6964951
"LOS ANGELES","PINES CHRTN SCH",6964969
"LOS ANGELES","WHITTIER CHRTN ELEM",6964977
"LOS ANGELES","YESHIVA RAV ISACSOHN / TORATH EM",6964985
"LOS ANGELES","ZION LUTHERAN ELEM",6965008
"ORANGE","BLESSED SACRAMENT CATHOLIC",6965016
"ORANGE","CHRIST LUTHERAN ELEMENTARY",6965024
"ORANGE","HOLY FAMILY ELEMENTARY",6965032
"ORANGE","IMMACULATE HEART OF M",6965040
"ORANGE","LA PURISIMA ELEM",6965057
"ORANGE","MISSION BASILICA SCHOOL",6965065
"ORANGE","OUR LADY OF FATIMA PARISH SCHOOL",6965073
"ORANGE","OUR LADY OF GUADALUPE ELEMENTARY",6965081
"ORANGE","OUR LADY OF THE PILLA",6965099
"ORANGE","OUR LADY QUEEN OF ANG",6965107
"ORANGE","PRINCE OF PEACE LUTHERAN",6965123
"ORANGE","ST ANGELA MERICI ELE",6965131
"ORANGE","ST ANNE",6965149
"ORANGE","ST ANTHONY CLARET ELE",6965156
"ORANGE","ST BARBARA ELEM",6965164
"ORANGE","SAINT BONAVENTURE SCHOOL",6965172
"ORANGE","ST BONIFACE",6965180
"ORANGE","ST CALLISTUS ELEM",6965198
"ORANGE","ST CATHERINE'S ACADEMY",6965206
"ORANGE","ST CATHERINE ELEM",6965214
"ORANGE","ST CECILIA ELEMENTARY",6965222
"ORANGE","ST COLUMBAN ELEM",6965230
"ORANGE","ST SIMON AND ST JUDE ELEMENTARY",6965248
"ORANGE","ST HEDWIG ELEMENTARY",6965255
"ORANGE","ST IRENAEUS CATHOLIC ELEMENTARY",6965263
"ORANGE","ST JEANNE DE LESTONNAC ELEM",6965271
"ORANGE","ST JOACHIM",6965289
"ORANGE","ST JOHN THE BAPTIST",6965297
"ORANGE","ST JOHN'S LUTHERAN SCHOOL",6965305
"ORANGE","ST JOSEPH ELEM",6965313
"ORANGE","ST JULIANA FALCONIERI",6965321
"ORANGE","ST MARY'S SCH",6965347
"ORANGE","ST NORBERT ELEM",6965354
"ORANGE","ST PAUL'S LUTHERAN",6965362
"ORANGE","ST PAUL'S LUTHERAN SCHOOL",6965370
"ORANGE","ANNUNCIATION CATHOLIC",6965388
"ORANGE","ST PIUS V ELEM",6965396
"ORANGE","ST POLYCARP ELEMENTARY",6965404
"ORANGE","TRINITY LUTHERAN ELEM",6965420
"ORANGE","ZION LUTHERAN ELEM",6965438
"RIVERSIDE","BAPTIST CHRTN SCH",6965446
"RIVERSIDE","IMMANUEL LUTHERAN ELE",6965461
"SAN BERNARDINO","REDEEMER LUTHERAN CHU",6965487
"SAN BERNARDINO","ST JOSEPH'S",6965495
"SAN DIEGO","CHRIST LUTHERAN ELEMENTARY",6965503
"SAN DIEGO","GRACE LUTHERAN SCHOOL",6965511
"SAN DIEGO","GRACE LUTHERAN ELEM &",6965529
"SAN DIEGO","PILGRIM LUTHERAN",6965537
"SAN DIEGO","ST MARTIN OF TOURS AC",6965552
"SAN DIEGO","ST PAUL'S LUTHERAN",6965560
"SAN FRANCISCO","BRANDEIS HILLEL DAY SCHOOL -  SF CAMPUS",6965578
"SAN FRANCISCO","CATHEDRAL SCHOOL FOR BOYS",6965586
"SAN MATEO","TRINITY",6965602
"SANTA BARBARA","LA PURISIMA CONCEPCION ELEMENTARY",6965628
"SANTA BARBARA","MARYMOUNT OF SANTA BARBARA",6965644
"SANTA BARBARA","OUR LADY OF MT CARMEL ELEMENTARY",6965669
"SANTA BARBARA","SAINT LOUIS DE MONTFO",6965693
"SANTA BARBARA","ST MARY OF THE ASSUMPTION SCHOOL",6965701
"SANTA BARBARA","ST RAPHAEL ELEMENTARY",6965719
"SANTA BARBARA","SAN ROQUE SCHOOL",6965727
"VENTURA","HOLY CROSS ELEM",6965743
"VENTURA","OUR LADY OF GUADALUPE ELEMENTARY",6965768
"VENTURA","SAINT JOHN'S LUTHERAN",6965792
"VENTURA","ST MARY MAGDALEN",6965800
"VENTURA","ST PASCHAL BAYLON ELE",6965818
"VENTURA","ST ROSE OF LIMA ELEMENTARY",6965826
"VENTURA","SANTA CLARA ELEMENTARY",6965859
"ALAMEDA","ST BARNABAS",6965883
"ALAMEDA","SAINT JOSEPH'S ELEM",6965891
"ALAMEDA","ALL SAINTS CATHOLIC SCHOOL",6965909
"ALAMEDA","SAINT CLEMENT",6965917
"CONTRA COSTA","ST PETER MARTYR ELEMENTARY",6965933
"HUMBOLDT","SAINT BERNARD'S ELEM",6965966
"KERN","OUR LADY OF GUADALUPE",6965990
"KERN","SAINT MARY ELEM",6966006
"PLACER","ST ROSE ELEM",6966030
"RIVERSIDE","PRECIOUS BLOOD ELEM",6966048
"SACRAMENTO","ST PETER'S SCH",6966063
"SAN DIEGO","OUR LADY'S SCHOOL",6966071
"SAN DIEGO","ST JUDE ACAD",6966105
"SAN DIEGO","ST RITA'S SCH",6966113
"SAN MATEO","OUR LADY OF PERPETUAL HELP",6966139
"SANTA CLARA","ST MARY SCH",6966147
"YOLO","HOLY CROSS ACADEMY",6966154
"MENDOCINO","SAINT MARY OF THE ANG",6967335
"SONOMA","ST FRANCIS SOLANO",6967368
"SONOMA","SAINT JOHN'S CATH SCH",6967376
"SONOMA","ST ROSE",6967384
"ALAMEDA","ALAMEDA CHRTN",6967434
"ALAMEDA","BERKELEY MONTESSORI",6967442
"ALAMEDA","BENTLEY",6967475
"ALAMEDA","PRINCE OF PEACE LUTHE",6967483
"ALAMEDA","ST MARTIN DE PORRES",6967491
"ALAMEDA","SAINT ANTHONY'S ELEM",6967517
"ALAMEDA","ST MICHAEL ELEMENTARY",6967525
"ALAMEDA","SAINT THERESA SCH",6967533
"BUTTE","SAINT THOMAS MORE",6967566
"BUTTE","NORTRE DAME ELEM",6967582
"BUTTE","PARADISE CHRTN",6967590
"CONTRA COSTA","BETHEL CHRTN ACAD",6967608
"CONTRA COSTA","SEVEN HILLS, THE",6967616
"CONTRA COSTA","CHRIST THE KING",6967624
"CONTRA COSTA","DORRIS - EATON SCHOOL, THE",6967632
"CONTRA COSTA","HOLY ROSARY SCH",6967640
"CONTRA COSTA","ST FRANCIS OF ASSISI",6967657
"CONTRA COSTA","PALMER SCH",6967665
"CONTRA COSTA","QUEEN OF ALL SAINTS ELEMENTARY",6967673
"CONTRA COSTA","SAINT AGNES",6967681
"CONTRA COSTA","ST JOHN THE BAPTIST",6967699
"CONTRA COSTA","SAINT MARY'S",6967707
"EL DORADO","EL DORADO ADVENTIST",6967715
"FRESNO","FRESNO MONTESSORI KDGN",6967731
"IMPERIAL","SAINT MARY'S",6967764
"KINGS","HANFORD CHRISTIAN SCHOOL",6967780
"LOS ANGELES","AMERICAN LUTHERAN ELE",6967806
"LOS ANGELES","BERKELEY HALL",6967848
"IMPERIAL","CALEXICO ADVENTIST MI",6967863
"LOS ANGELES","CHRIST LUTHERAN ELEMENTARY",6967871
"LOS ANGELES","CLAIRBOURN",6967889
"LOS ANGELES","FIRST LUTHERAN",6967921
"LOS ANGELES","FOOTHILL COUNTRY DAY",6967939
"LOS ANGELES","GARDENA VALLEY CHRTN",6967947
"LOS ANGELES","GOLDEN WEST CHRTN - DIS",6967954
"LOS ANGELES","GOOD SHEPHERD LUTHERA",6967962
"LOS ANGELES","GRACE LUTHERAN ELEM",6967970
"LOS ANGELES","LAUREL HALL",6968002
"LOS ANGELES","WOODRUFF CHRTN",6968036
"LOS ANGELES","DYE (JOHN THOMAS) ELE",6968044
"LOS ANGELES","TRINITY LUTHERAN SCHOOL",6968085
"LOS ANGELES","PASADENA CHRTN SCH",6968093
"LOS ANGELES","RIVIERA HALL LUTHERAN",6968101
"LOS ANGELES","ROLLING HILLS COUNTRY",6968119
"IMPERIAL","OUR LADY OF GUADALUPE ACADEMY",6968226
"CONTRA COSTA","SAINT CATHERINE OF SI",6969919
"CONTRA COSTA","ST CORNELIUS ELEMENTARY",6969927
"SACRAMENTO","HOLY FAMILY SCH",6970156
"ALAMEDA","ST JOHN ELEMENTARY",6970602
"ALAMEDA","OUR LADY OF GUADALUPE",6970628
"ALAMEDA","ST LEANDER",6970636
"ALAMEDA","OUR LADY OF GRACE",6970651
"CONTRA COSTA","ST PATRICK SCHOOL",6970669
"IMPERIAL","SACRED HEART ELEM",6970685
"KINGS","ST ROSE MCCARTHY CATHOLIC",6970693
"MADERA","ST JOACHIM SCHOOL",6970701
"MARIN","OUR LADY OF LORETTO",6970719
"MARIN","ST PATRICK'S",6970727
"FRESNO","ST LA SALLE",6970743
"KINGS","MARY IMMACULATE QUEEN",6970768
"CONTRA COSTA","CRESTMONT SCHOOL",6972319
"CONTRA COSTA","EL SOBRANTE CHRTN EL",6972335
"CONTRA COSTA","THE SAKLAN SCHOOL",6972343
"CONTRA COSTA","PATCHIN'S ELEM",6972418
"CONTRA COSTA","SAINT DAVID'S ELEM",6972442
"CONTRA COSTA","ST ISIDORE SCHOOL",6972459
"CONTRA COSTA","ST JEROME CATHOLIC ELEMENTARY",6972467
"CONTRA COSTA","ST JOSEPH ELEMENTARY",6972475
"CONTRA COSTA","SAINT PAUL ELEM",6972483
"CONTRA COSTA","ST PERPETUA",6972491
"CONTRA COSTA","WALNUT CREEK CHRTN AC",6972517
"ALAMEDA","THE ACADEMY",6972533
"ALAMEDA","ASSUMPTION ELEM",6972574
"ALAMEDA","CALVARY LUTHERAN ELEMENTARY",6972624
"ALAMEDA","CORPUS CHRISTI",6972632
"ALAMEDA","VALLEY CHRISTIAN ELEMENTARY SCHOOL",6972657
"ALAMEDA","BERKWOOD HEDGE",6972723
"ALAMEDA","HOLY SPIRIT ELEMENTARY",6972731
"ALAMEDA","SAINT AUGUSTINE",6972863
"ALAMEDA","SAINT BEDE'S ELEM",6972871
"ALAMEDA","SAINT BERNARD",6972897
"ALAMEDA","STS CYRIL - LOUIS BERT",6972913
"ALAMEDA","SAINT EDWARD SCH",6972921
"ALAMEDA","ST ELIZABETH ELEMENTARY",6972939
"ALAMEDA","SAINT FELICITAS SCH",6972947
"ALAMEDA","SAINT JARLATH SCHOOL",6972962
"ALAMEDA","SAINT JOACHIM'S ELEM",6972970
"ALAMEDA","SAINT JOSEPH THE WORK",6972988
"ALAMEDA","ST JOSEPH ELEMENTARY",6972996
"ALAMEDA","ST LAWRENCE O'TOOLE ELEMENTARY",6973002
"ALAMEDA","SAINT LEO THE GREAT SCH",6973010
"ALAMEDA","SAINT PASCHAL BABYLON",6973044
"ALAMEDA","SAINT PHILIP NERI",6973077
"ALAMEDA","SCHOOL OF THE MADELEINE",6973085
"ALAMEDA","ZION LUTHERAN",6973135
"BUTTE","CHICO CHRISTIAN",6973168
"ORANGE","CARDEN HALL, INC",6973259
"ORANGE","CRESCENT AVE CHRTN",6973325
"ORANGE","FAIRMOUNT PRIVATE - EDE",6973341
"ORANGE","FAIRMONT PRIVATE SCHOOLS  -  HISTORIC ANAHEIM CAMPUS",6973374
"ORANGE","GARDEN GROVE CHRTN EL",6973408
"ORANGE","GRACE LUTHERAN PARISH",6973432
"ORANGE","GRAND AVE CHRISTIAN D",6973440
"ORANGE","HARBOR DAY SCHOOL",6973465
"ORANGE","IMMANUEL LUTHERAN ELE",6973499
"ORANGE","NEWPORT MONTESSORI",6973515
"ORANGE","KING OF KINGS LUTHERA",6973531
"ORANGE","LAMPSON GROVE DAY",6973556
"ORANGE","LA PALMA CHRTN SCH",6973564
"ORANGE","LIBERTY CHRISTIAN SCHOOL",6973572
"ORANGE","ORANGE CHRISTIAN SCHO",6973614
"ORANGE","STORYBOOK KDGN",6973655
"ORANGE","PARK PRIVATE DAY",6973663
"ORANGE","MONTESSORI LRNG CTR",6973671
"ORANGE","PRINCE OF PEACE CHRIS",6973689
"ORANGE","RED HILL LUTHERAN ELE",6973721
"ORANGE","ST JOSEPH ELEMENTARY",6973739
"ORANGE","ST JUSTIN MARTYR",6973747
"ORANGE","KINDER - CARE",6973796
"ORANGE","TRINITY LUTHERAN CHRISTIAN",6973804
"BUTTE","PARADISE ADVENTIST AC",6973903
"CONTRA COSTA","PLEASANT HILL JR ACAD",6973911
"FRESNO","CARDEN SCH  OF FRESNO",6973937
"FRESNO","OUR LADY OF PERPETUAL",6974018
"FRESNO","OUR LADY OF VICTORY",6974026
"FRESNO","SACRED HEART",6974042
"FRESNO","ST ANTHONY",6974059
"FRESNO","ST HELEN",6974067
"FRESNO","ST JOSEPH",6974075
"FRESNO","KINDER ACADEMY",6974083
"HUMBOLDT","EQUINOX CENTER FOR ED",6974091
"INYO","RAINBOW CONNECTION / SEVENTH DAY ADVENTIST",6974109
"KERN","OUR LADY OF PERPETUAL",6974125
"KERN","ST ANN",6974166
"KERN","SAINT FRANCIS ELEM",6974174
"KERN","SAINT JOHN",6974182
"MARIN","MARIN COUNTRY DAY",6974349
"MARIN","MARIN MONTESSORI",6974356
"MARIN","ST ANSELM SCH",6974398
"MARIN","ST ISABELLA",6974406
"MARIN","ST RAPHAEL'S",6974414
"MARIN","ST RITA",6974422
"MARIN","MOUNT TAMALPAIS SCHOOL",6974430
"MARIN","SAN DOMINICAN",6974444
"MARIN","SAN DOMENICO PRIMARY / MIDDLE",6974448
"MENDOCINO","DEEP VALLEY CHRTN",6974513
"MERCED","LOS BANOS SDA ELEM",6974588
"MERCED","OUR LADY OF FATIMA",6974604
"MERCED","OUR LADY OF MERCY",6974612
"MERCED","ST ANTHONY'S SCH",6974620
"MERCED","SAINT LUKE'S",6974646
"MONTEREY","ALL SAINTS EPISCOPAL",6974653
"MONTEREY","JUNIPERO SERRA SCHOOL",6974679
"MONTEREY","MADONNA DEL SASSO",6974687
"MONTEREY","SACRED HEART SCHOOL",6974711
"MONTEREY","SALINAS CHRTN",6974745
"MONTEREY","SAN CARLOS ELEMENTARY",6974760
"SAN BERNARDINO","BARSTOW CHRTN",6974794
"SAN BERNARDINO","TEMPLE BAPTIST",6974851
"SAN BERNARDINO","FONTANA CHRTN SCH",6974877
"SAN BERNARDINO","HOLY ROSARY ACADEMY",6974901
"SAN BERNARDINO","MT ST JOSEPH'S CATH S",6974976
"SAN BERNARDINO","SAN ANTONIO JUNIOR AC",6975007
"SAN BERNARDINO","OUR LADY OF THE ASSUMPTION ELEMENTARY",6975015
"SAN BERNARDINO","OUR LADY OF LOURDES",6975031
"SAN BERNARDINO","REDLANDS CHRISTIAN",6975049
"SAN BERNARDINO","REDLANDS ADVENTIST ACADEMY",6975056
"SAN BERNARDINO","RESURRECTION ACAD",6975064
"SAN BERNARDINO","SACRED HEART ACADEMY",6975072
"SAN BERNARDINO","ST ADELAIDE ELEM",6975080
"SAN BERNARDINO","ST ANNE",6975098
"SAN BERNARDINO","ST ANTHONY'S",6975106
"SAN BERNARDINO","ST CATHERINE'S SCH",6975114
"SAN BERNARDINO","ST GEORGE",6975122
"SAN BERNARDINO","ST JOSEPH'S ACAD",6975130
"SAN BERNARDINO","ST MARGARET MARY",6975148
"SAN BERNARDINO","ST MARY'S REGIONAL CA",6975155
"SAN BERNARDINO","SAINT TIMOTHY'S EPISC",6975163
"SAN BERNARDINO","VALLEY CHRTN",6975221
"SAN BERNARDINO","VALLEY PREPARATORY SCHOOL",6975239
"SAN BERNARDINO","MESA GRANDE SDA ACADEMY",6975254
"SAN DIEGO","ALL HALLOWS ACAD",6975262
"SAN DIEGO","BLESSED SACRAMENT ELEMENTARY",6975296
"SAN DIEGO","CALVIN CHRISTIAN",6975312
"SAN DIEGO","CASA MONTESSORI DE CA",6975346
"SAN DIEGO","CORNERSTONE CHRTN",6975379
"SAN DIEGO","ESCONDIDO CHRTN ELEM",6975437
"SAN DIEGO","ESCONDIDO ADVENTIST A",6975445
"SAN DIEGO","LIGHT AND LIFE CHRTN",6975452
"SAN DIEGO","THE EVANS SCH",6975460
"SAN DIEGO","HOLY FAMILY",6975494
"SAN DIEGO","HOLY TRINITY ELEMENTARY",6975510
"SAN DIEGO","NAZARETH SCH",6975569
"SAN DIEGO","NEW SONG CHRISTIAN SC",6975577
"SAN DIEGO","OUR LADY OF GRACE CAT",6975585
"SAN DIEGO","OUR LADY OF GRACE SCH",6975589
"SAN DIEGO","OUR LADY OF MT CARMEL",6975593
"SAN DIEGO","OUR LADY OF PERPETUAL",6975601
"SAN DIEGO","OUR LADY OF THE SACRE",6975619
"SAN DIEGO","SACRED HEART PARISH SCHOOL",6975650
"SAN DIEGO","SACRED HEART ACAD",6975668
"SAN DIEGO","ST CHARLES BORROMEO",6975684
"SAN DIEGO","ST CHARLES ELEMENTARY",6975692
"SAN DIEGO","ST COLUMBA",6975700
"SAN DIEGO","ST DIDACUS PARISH SCHOOL",6975718
"SAN DIEGO","SAINT FRANCIS OF ASSI",6975726
"SAN DIEGO","ST JAMES ACADEMY",6975734
"SAN DIEGO","ST JOHN OF THE CROSS",6975742
"SAN DIEGO","ST JOHN",6975759
"SAN DIEGO","ST KIERAN'S",6975767
"SAN DIEGO","ST LUKE'S LUTHERAN DA",6975775
"SAN DIEGO","ST MARY'S",6975791
"SAN DIEGO","ST MARY STAR OF THE S",6975812
"SAN DIEGO","ST MARY STAR OF THE",6975817
"SAN DIEGO","ST MICHAEL ACAD",6975825
"SAN DIEGO","ST MICHAEL'S",6975833
"SAN DIEGO","ST PATRICK CATHOLIC SCHOOL",6975841
"SAN DIEGO","ST PATRICK'S SCHOOL",6975858
"SAN DIEGO","ST PIUS X",6975866
"SAN DIEGO","ST ROSE OF LIMA SCH",6975874
"SAN DIEGO","ST VINCENT DE PAUL",6975882
"SAN DIEGO","SOILLE SAN DIEGO HEBR",6975890
"SAN DIEGO","SANTA SOPHIA ACADEMY",6975908
"SAN DIEGO","SCHOOL OF THE MADELEI",6975924
"SAN DIEGO","STELLA MARIS ACADEMY",6975932
"SAN DIEGO","KINDER - CARE #467",6975940
"SAN DIEGO","VISTA CHRTN ELEM",6975973
"ALAMEDA","MISSION HILLS CHRISTI",6976013
"PLACER","PINE HILLS JR ACAD",6976088
"PLACER","ST ALBANS COUNTRY DAY SCHOOL",6976096
"PLACER","ST JOSEPH CATHOLIC SCHOOL",6976104
"NAPA","FOOTHILLS ADVENTIST E",6976187
"NAPA","NAPA CHRISTIAN CAMPUS",6976195
"NAPA","PACIFIC UNION COLL EL",6976203
"NAPA","ST APOLLINARIS ELEMENTARY",6976211
"NAPA","ST HELENA CATHOLIC",6976229
"NAPA","ST JOHN THE BAPTIST CATHOLIC",6976237
"NAPA","ST JOHN'S LUTHERAN ELEMENTARY",6976245
"MENDOCINO","UKIAH JUNIOR ACADEMY",6976286
"SACRAMENTO","ALL HOLLOWS ELEM",6976302
"SACRAMENTO","BROOKFIELD",6976310
"SACRAMENTO","CARDEN SCHOOL OF SACRAMENTO",6976328
"SACRAMENTO","EL RANCHO",6976351
"SACRAMENTO","FAITH LUTHERAN SCH",6976369
"SACRAMENTO","GLORIA DEI LUTHERAN",6976377
"SACRAMENTO","HOLY SPIRIT PARISH EL",6976393
"SACRAMENTO","IMMACULATE CONCEPTION",6976401
"SACRAMENTO","MERRYHILL COUNTRY  -  E",6976427
"SACRAMENTO","ST JOHN NOTRE DAME",6976435
"SACRAMENTO","ORANGEVALE SDA",6976443
"SACRAMENTO","OUR LADY OF THE ASSUMPTION ELEM",6976450
"SACRAMENTO","ST JOSEPH",6976468
"SACRAMENTO","PRESENTATION OF THE BLESSED VIRGIN MARY SCHOOL",6976492
"SACRAMENTO","SACRED HEART ELEM",6976542
"SACRAMENTO","ST ANNE'S",6976559
"SACRAMENTO","ST CHARLES BORREMEO",6976567
"SACRAMENTO","ST FRANCIS ELEMENTARY SCHOOL",6976575
"SACRAMENTO","ST IGNATIUS PARISH",6976583
"SACRAMENTO","ST JOHN THE EVANGELIST",6976591
"SACRAMENTO","ST JOHN VIANNEY CATH",6976609
"SACRAMENTO","ST MARK'S LUTHERAN ELEMENTARY",6976617
"SACRAMENTO","ST MARY'S ELEM",6976625
"SACRAMENTO","ST MEL",6976633
"SACRAMENTO","ST PATRICK SUCCEED ACADEMY",6976641
"SACRAMENTO","ST PHILOMENE",6976658
"SACRAMENTO","ST ROBERT",6976666
"SACRAMENTO","TOWN AND COUNTRY LUTH",6976690
"RIVERSIDE","CHERRY VALLEY BRETHRE",6976724
"RIVERSIDE","DESERT ADVENTIST SCHOOL",6976823
"RIVERSIDE","OUR LADY OF PERPETUAL",6976831
"RIVERSIDE","OUR LADY OF PERPETUAL HELP",6976849
"RIVERSIDE","MARYWOOD - PALM VALLEY",6976856
"RIVERSIDE","QUEEN OF ANGELS",6976880
